asset_id,application_id,borrower_id,asset_type,institution,account_token,account_masked,declared_balance,verified_balance,eligible_close_amount,eligible_reserve_amount,liquidity_haircut,eligibility_rule_id
APP-000041-AST-03,APP-000041,BORR-000049,brokerage,Ravenscourt Securities,SYN-ACCT-000159,******0159,3445.50,3445.50,2756.40,2756.40,0.20,AST-ELG-001
APP-000041-AST-04,APP-000041,BORR-000049,retirement,Meridian Retirement Trust,SYN-ACCT-000160,******0160,3675.20,3675.20,0,2205.12,0.40,AST-ELG-001
APP-000041-AST-05,APP-000041,BORR-000049,gift_funds,Cascade Mutual Credit Union,SYN-ACCT-000161,******0161,52000.00,52000.00,52000.00,0,0.00,AST-ELG-001
APP-000042-AST-01,APP-000042,BORR-000050,checking,Sablefield Trust,SYN-ACCT-000162,******0162,4621.68,4621.68,4621.68,4621.68,0.00,AST-ELG-001
APP-000042-AST-02,APP-000042,BORR-000050,savings,Sablefield Trust,SYN-ACCT-000163,******0163,8583.12,8583.12,8583.12,8583.12,0.00,AST-ELG-001
APP-000042-AST-03,APP-000042,BORR-000050,brokerage,Ravenscourt Securities,SYN-ACCT-000164,******0164,3406.73,3406.73,2725.38,2725.38,0.20,AST-ELG-001
APP-000042-AST-04,APP-000042,BORR-000050,retirement,Meridian Retirement Trust,SYN-ACCT-000165,******0165,3633.83,3633.83,0,2180.30,0.40,AST-ELG-001
APP-000042-AST-05,APP-000042,BORR-000050,gift_funds,Sablefield Trust,SYN-ACCT-000166,******0166,48000.00,48000.00,48000.00,0,0.00,AST-ELG-001
APP-000043-AST-01,APP-000043,BORR-000051,checking,Sablefield Trust,SYN-ACCT-000167,******0167,33362.82,33362.82,33362.82,33362.82,0.00,AST-ELG-001
APP-000043-AST-02,APP-000043,BORR-000051,savings,Sablefield Trust,SYN-ACCT-000168,******0168,61959.53,61959.53,61959.53,61959.53,0.00,AST-ELG-001
APP-000043-AST-03,APP-000043,BORR-000051,brokerage,Ravenscourt Securities,SYN-ACCT-000169,******0169,3641.25,3641.25,2913.00,2913.00,0.20,AST-ELG-001
APP-000043-AST-04,APP-000043,BORR-000051,retirement,Meridian Retirement Trust,SYN-ACCT-000170,******0170,3884.00,3884.00,0,2330.40,0.40,AST-ELG-001
APP-000044-AST-01,APP-000044,BORR-000052,checking,Harbor Point Savings,SYN-ACCT-000171,******0171,43825.17,43825.17,43825.17,43825.17,0.00,AST-ELG-001
APP-000044-AST-02,APP-000044,BORR-000052,savings,Harbor Point Savings,SYN-ACCT-000172,******0172,81389.59,81389.59,81389.59,81389.59,0.00,AST-ELG-001
APP-000044-AST-03,APP-000044,BORR-000052,brokerage,Tidewater Investment Services,SYN-ACCT-000173,******0173,14362.43,14362.43,11489.94,11489.94,0.20,AST-ELG-001
APP-000044-AST-04,APP-000044,BORR-000052,retirement,Meridian Retirement Trust,SYN-ACCT-000174,******0174,15319.92,15319.92,0,9191.95,0.40,AST-ELG-001
APP-000045-AST-01,APP-000045,BORR-000053,checking,Cascade Mutual Credit Union,SYN-ACCT-000175,******0175,28434.46,28434.46,28434.46,28434.46,0.00,AST-ELG-001
APP-000045-AST-02,APP-000045,BORR-000053,savings,Cascade Mutual Credit Union,SYN-ACCT-000176,******0176,52806.86,52806.86,52806.86,52806.86,0.00,AST-ELG-001
APP-000045-AST-03,APP-000045,BORR-000053,brokerage,Tidewater Investment Services,SYN-ACCT-000177,******0177,4303.94,4303.94,3443.15,3443.15,0.20,AST-ELG-001
APP-000045-AST-04,APP-000045,BORR-000053,retirement,Meridian Retirement Trust,SYN-ACCT-000178,******0178,4590.87,4590.87,0,2754.52,0.40,AST-ELG-001
APP-000046-AST-01,APP-000046,BORR-000055,checking,Sablefield Trust,SYN-ACCT-000179,******0179,40778.01,40778.01,40778.01,40778.01,0.00,AST-ELG-001
APP-000046-AST-02,APP-000046,BORR-000055,savings,Sablefield Trust,SYN-ACCT-000180,******0180,75730.58,75730.58,75730.58,75730.58,0.00,AST-ELG-001
APP-000046-AST-03,APP-000046,BORR-000055,brokerage,Tidewater Investment Services,SYN-ACCT-000181,******0181,7434.23,7434.23,5947.38,5947.38,0.20,AST-ELG-001
APP-000046-AST-04,APP-000046,BORR-000055,retirement,Meridian Retirement Trust,SYN-ACCT-000182,******0182,7929.83,7929.83,0,4757.90,0.40,AST-ELG-001
APP-000047-AST-01,APP-000047,BORR-000056,checking,Sablefield Trust,SYN-ACCT-000183,******0183,42797.20,42797.20,42797.20,42797.20,0.00,AST-ELG-001
APP-000047-AST-02,APP-000047,BORR-000056,savings,Sablefield Trust,SYN-ACCT-000184,******0184,79480.52,79480.52,79480.52,79480.52,0.00,AST-ELG-001
APP-000047-AST-03,APP-000047,BORR-000056,brokerage,Tidewater Investment Services,SYN-ACCT-000185,******0185,7976.43,7976.43,6381.14,6381.14,0.20,AST-ELG-001
APP-000047-AST-04,APP-000047,BORR-000056,retirement,Meridian Retirement Trust,SYN-ACCT-000186,******0186,8508.18,8508.18,0,5104.91,0.40,AST-ELG-001
APP-000048-AST-01,APP-000048,BORR-000058,checking,Northwind Community Bank,SYN-ACCT-000187,******0187,43727.52,43727.52,43727.52,43727.52,0.00,AST-ELG-001
APP-000048-AST-02,APP-000048,BORR-000058,savings,Northwind Community Bank,SYN-ACCT-000188,******0188,81208.25,81208.25,81208.25,81208.25,0.00,AST-ELG-001
APP-000048-AST-03,APP-000048,BORR-000058,brokerage,Ravenscourt Securities,SYN-ACCT-000189,******0189,6126.24,6126.24,4900.99,4900.99,0.20,AST-ELG-001
APP-000048-AST-04,APP-000048,BORR-000058,retirement,Meridian Retirement Trust,SYN-ACCT-000190,******0190,6534.65,6534.65,0,3920.79,0.40,AST-ELG-001
APP-000049-AST-01,APP-000049,BORR-000059,checking,Cascade Mutual Credit Union,SYN-ACCT-000191,******0191,34670.91,34670.91,34670.91,34670.91,0.00,AST-ELG-001
APP-000049-AST-02,APP-000049,BORR-000059,savings,Cascade Mutual Credit Union,SYN-ACCT-000192,******0192,64388.82,64388.82,64388.82,64388.82,0.00,AST-ELG-001
APP-000049-AST-03,APP-000049,BORR-000059,brokerage,Ravenscourt Securities,SYN-ACCT-000193,******0193,9298.20,9298.20,7438.56,7438.56,0.20,AST-ELG-001
APP-000049-AST-04,APP-000049,BORR-000059,retirement,Meridian Retirement Trust,SYN-ACCT-000194,******0194,9918.08,9918.08,0,5950.85,0.40,AST-ELG-001
APP-000050-AST-01,APP-000050,BORR-000060,checking,Northwind Community Bank,SYN-ACCT-000195,******0195,28424.00,28424.00,28424.00,28424.00,0.00,AST-ELG-001
APP-000050-AST-02,APP-000050,BORR-000060,savings,Northwind Community Bank,SYN-ACCT-000196,******0196,52787.43,52787.43,52787.43,52787.43,0.00,AST-ELG-001
APP-000051-AST-01,APP-000051,BORR-000062,checking,Cascade Mutual Credit Union,SYN-ACCT-000197,******0197,36313.91,36313.91,36313.91,36313.91,0.00,AST-ELG-001
APP-000051-AST-02,APP-000051,BORR-000062,savings,Cascade Mutual Credit Union,SYN-ACCT-000198,******0198,67440.11,67440.11,67440.11,67440.11,0.00,AST-ELG-001
APP-000051-AST-03,APP-000051,BORR-000062,brokerage,Tidewater Investment Services,SYN-ACCT-000199,******0199,5907.60,5907.60,4726.08,4726.08,0.20,AST-ELG-001
APP-000051-AST-04,APP-000051,BORR-000062,retirement,Meridian Retirement Trust,SYN-ACCT-000200,******0200,6301.43,6301.43,0,3780.86,0.40,AST-ELG-001
APP-000052-AST-01,APP-000052,BORR-000063,checking,Northwind Community Bank,SYN-ACCT-000201,******0201,42680.66,42680.66,42680.66,42680.66,0.00,AST-ELG-001
APP-000052-AST-02,APP-000052,BORR-000063,savings,Northwind Community Bank,SYN-ACCT-000202,******0202,79264.09,79264.09,79264.09,79264.09,0.00,AST-ELG-001
APP-000052-AST-03,APP-000052,BORR-000063,brokerage,Tidewater Investment Services,SYN-ACCT-000203,******0203,8475.13,8475.13,6780.10,6780.10,0.20,AST-ELG-001
APP-000052-AST-04,APP-000052,BORR-000063,retirement,Meridian Retirement Trust,SYN-ACCT-000204,******0204,9040.13,9040.13,0,5424.08,0.40,AST-ELG-001
APP-000053-AST-01,APP-000053,BORR-000064,checking,Sablefield Trust,SYN-ACCT-000205,******0205,52903.01,52903.01,52903.01,52903.01,0.00,AST-ELG-001
APP-000053-AST-02,APP-000053,BORR-000064,savings,Sablefield Trust,SYN-ACCT-000206,******0206,98248.45,98248.45,98248.45,98248.45,0.00,AST-ELG-001
APP-000053-AST-03,APP-000053,BORR-000064,brokerage,Ravenscourt Securities,SYN-ACCT-000207,******0207,10277.85,10277.85,8222.28,8222.28,0.20,AST-ELG-001
APP-000053-AST-04,APP-000053,BORR-000064,retirement,Meridian Retirement Trust,SYN-ACCT-000208,******0208,10963.03,10963.03,0,6577.82,0.40,AST-ELG-001
APP-000054-AST-01,APP-000054,BORR-000065,checking,Sablefield Trust,SYN-ACCT-000209,******0209,35045.08,35045.08,35045.08,35045.08,0.00,AST-ELG-001
APP-000054-AST-02,APP-000054,BORR-000065,savings,Sablefield Trust,SYN-ACCT-000210,******0210,65083.72,65083.72,65083.72,65083.72,0.00,AST-ELG-001
APP-000054-AST-03,APP-000054,BORR-000065,brokerage,Ravenscourt Securities,SYN-ACCT-000211,******0211,6372.19,6372.19,5097.75,5097.75,0.20,AST-ELG-001
APP-000054-AST-04,APP-000054,BORR-000065,retirement,Meridian Retirement Trust,SYN-ACCT-000212,******0212,6797.00,6797.00,0,4078.20,0.40,AST-ELG-001
APP-000055-AST-01,APP-000055,BORR-000066,checking,Sablefield Trust,SYN-ACCT-000213,******0213,16122.56,16122.56,16122.56,16122.56,0.00,AST-ELG-001
APP-000055-AST-02,APP-000055,BORR-000066,savings,Sablefield Trust,SYN-ACCT-000214,******0214,29941.89,29941.89,29941.89,29941.89,0.00,AST-ELG-001
APP-000055-AST-03,APP-000055,BORR-000066,brokerage,Ravenscourt Securities,SYN-ACCT-000215,******0215,3347.58,3347.58,2678.06,2678.06,0.20,AST-ELG-001
APP-000055-AST-04,APP-000055,BORR-000066,retirement,Meridian Retirement Trust,SYN-ACCT-000216,******0216,3570.75,3570.75,0,2142.45,0.40,AST-ELG-001
APP-000056-AST-01,APP-000056,BORR-000067,checking,Cascade Mutual Credit Union,SYN-ACCT-000217,******0217,17562.10,17562.10,17562.10,17562.10,0.00,AST-ELG-001
APP-000056-AST-02,APP-000056,BORR-000067,savings,Cascade Mutual Credit Union,SYN-ACCT-000218,******0218,32615.34,32615.34,32615.34,32615.34,0.00,AST-ELG-001
APP-000056-AST-03,APP-000056,BORR-000067,brokerage,Tidewater Investment Services,SYN-ACCT-000219,******0219,3658.99,3658.99,2927.19,2927.19,0.20,AST-ELG-001
APP-000056-AST-04,APP-000056,BORR-000067,retirement,Meridian Retirement Trust,SYN-ACCT-000220,******0220,3902.92,3902.92,0,2341.75,0.40,AST-ELG-001
APP-000057-AST-01,APP-000057,BORR-000068,checking,Harbor Point Savings,SYN-ACCT-000221,******0221,53114.01,53114.01,53114.01,53114.01,0.00,AST-ELG-001
APP-000057-AST-02,APP-000057,BORR-000068,savings,Harbor Point Savings,SYN-ACCT-000222,******0222,98640.29,98640.29,98640.29,98640.29,0.00,AST-ELG-001
APP-000057-AST-03,APP-000057,BORR-000068,brokerage,Tidewater Investment Services,SYN-ACCT-000223,******0223,7724.90,7724.90,6179.92,6179.92,0.20,AST-ELG-001
APP-000057-AST-04,APP-000057,BORR-000068,retirement,Meridian Retirement Trust,SYN-ACCT-000224,******0224,8239.88,8239.88,0,4943.93,0.40,AST-ELG-001
APP-000058-AST-01,APP-000058,BORR-000070,checking,Harbor Point Savings,SYN-ACCT-000225,******0225,15252.73,15252.73,15252.73,15252.73,0.00,AST-ELG-001
APP-000058-AST-02,APP-000058,BORR-000070,savings,Harbor Point Savings,SYN-ACCT-000226,******0226,28326.49,28326.49,28326.49,28326.49,0.00,AST-ELG-001
APP-000058-AST-03,APP-000058,BORR-000070,brokerage,Ravenscourt Securities,SYN-ACCT-000227,******0227,6438.25,6438.25,5150.60,5150.60,0.20,AST-ELG-001
APP-000058-AST-04,APP-000058,BORR-000070,retirement,Meridian Retirement Trust,SYN-ACCT-000228,******0228,6867.47,6867.47,0,4120.48,0.40,AST-ELG-001
APP-000059-AST-01,APP-000059,BORR-000071,checking,Harbor Point Savings,SYN-ACCT-000229,******0229,13134.17,13134.17,13134.17,13134.17,0.00,AST-ELG-001
APP-000059-AST-02,APP-000059,BORR-000071,savings,Harbor Point Savings,SYN-ACCT-000230,******0230,24392.04,24392.04,24392.04,24392.04,0.00,AST-ELG-001
APP-000059-AST-03,APP-000059,BORR-000071,brokerage,Ravenscourt Securities,SYN-ACCT-000231,******0231,5625.69,5625.69,4500.55,4500.55,0.20,AST-ELG-001
APP-000059-AST-04,APP-000059,BORR-000071,retirement,Meridian Retirement Trust,SYN-ACCT-000232,******0232,6000.73,6000.73,0,3600.44,0.40,AST-ELG-001
APP-000060-AST-01,APP-000060,BORR-000072,checking,Cascade Mutual Credit Union,SYN-ACCT-000233,******0233,10792.25,10792.25,10792.25,10792.25,0.00,AST-ELG-001
APP-000060-AST-02,APP-000060,BORR-000072,savings,Cascade Mutual Credit Union,SYN-ACCT-000234,******0234,20042.74,20042.74,20042.74,20042.74,0.00,AST-ELG-001
APP-000060-AST-03,APP-000060,BORR-000072,brokerage,Ravenscourt Securities,SYN-ACCT-000235,******0235,5407.14,5407.14,4325.71,4325.71,0.20,AST-ELG-001
APP-000060-AST-04,APP-000060,BORR-000072,retirement,Meridian Retirement Trust,SYN-ACCT-000236,******0236,5767.62,5767.62,0,3460.57,0.40,AST-ELG-001
APP-000061-AST-01,APP-000061,BORR-000073,checking,Northwind Community Bank,SYN-ACCT-000237,******0237,39741.59,39741.59,39741.59,39741.59,0.00,AST-ELG-001
APP-000061-AST-02,APP-000061,BORR-000073,savings,Northwind Community Bank,SYN-ACCT-000238,******0238,73805.82,73805.82,73805.82,73805.82,0.00,AST-ELG-001
APP-000061-AST-03,APP-000061,BORR-000073,brokerage,Tidewater Investment Services,SYN-ACCT-000239,******0239,8888.18,8888.18,7110.54,7110.54,0.20,AST-ELG-001
APP-000061-AST-04,APP-000061,BORR-000073,retirement,Meridian Retirement Trust,SYN-ACCT-000240,******0240,9480.72,9480.72,0,5688.43,0.40,AST-ELG-001
APP-000062-AST-01,APP-000062,BORR-000075,checking,Cascade Mutual Credit Union,SYN-ACCT-000241,******0241,40438.64,40438.64,40438.64,40438.64,0.00,AST-ELG-001
APP-000062-AST-02,APP-000062,BORR-000075,savings,Cascade Mutual Credit Union,SYN-ACCT-000242,******0242,75100.34,75100.34,75100.34,75100.34,0.00,AST-ELG-001
APP-000062-AST-03,APP-000062,BORR-000075,brokerage,Tidewater Investment Services,SYN-ACCT-000243,******0243,8035.73,8035.73,6428.58,6428.58,0.20,AST-ELG-001
APP-000062-AST-04,APP-000062,BORR-000075,retirement,Meridian Retirement Trust,SYN-ACCT-000244,******0244,8571.43,8571.43,0,5142.86,0.40,AST-ELG-001
APP-000063-AST-01,APP-000063,BORR-000001,checking,Northwind Community Bank,SYN-ACCT-000245,******0245,41553.30,41553.30,41553.30,41553.30,0.00,AST-ELG-001
APP-000063-AST-02,APP-000063,BORR-000001,savings,Northwind Community Bank,SYN-ACCT-000246,******0246,77170.41,77170.41,77170.41,77170.41,0.00,AST-ELG-001
APP-000063-AST-03,APP-000063,BORR-000001,brokerage,Tidewater Investment Services,SYN-ACCT-000247,******0247,8146.91,8146.91,6517.53,6517.53,0.20,AST-ELG-001
APP-000063-AST-04,APP-000063,BORR-000001,retirement,Meridian Retirement Trust,SYN-ACCT-000248,******0248,8690.03,8690.03,0,5214.02,0.40,AST-ELG-001
APP-000064-AST-01,APP-000064,BORR-000011,checking,Harbor Point Savings,SYN-ACCT-000249,******0249,35777.67,35777.67,35777.67,35777.67,0.00,AST-ELG-001
APP-000064-AST-02,APP-000064,BORR-000011,savings,Harbor Point Savings,SYN-ACCT-000250,******0250,66444.23,66444.23,66444.23,66444.23,0.00,AST-ELG-001
APP-000064-AST-03,APP-000064,BORR-000011,brokerage,Tidewater Investment Services,SYN-ACCT-000251,******0251,1939.45,1939.45,1551.56,1551.56,0.20,AST-ELG-001
APP-000064-AST-04,APP-000064,BORR-000011,retirement,Meridian Retirement Trust,SYN-ACCT-000252,******0252,2068.75,2068.75,0,1241.25,0.40,AST-ELG-001
APP-000065-AST-01,APP-000065,BORR-000077,checking,Harbor Point Savings,SYN-ACCT-000253,******0253,29739.73,29739.73,29739.73,29739.73,0.00,AST-ELG-001
APP-000065-AST-02,APP-000065,BORR-000077,savings,Harbor Point Savings,SYN-ACCT-000254,******0254,55230.92,55230.92,55230.92,55230.92,0.00,AST-ELG-001
APP-000065-AST-03,APP-000065,BORR-000077,brokerage,Tidewater Investment Services,SYN-ACCT-000255,******0255,2470.85,2470.85,1976.68,1976.68,0.20,AST-ELG-001
APP-000065-AST-04,APP-000065,BORR-000077,retirement,Meridian Retirement Trust,SYN-ACCT-000256,******0256,2635.57,2635.57,0,1581.34,0.40,AST-ELG-001
APP-000066-AST-01,APP-000066,BORR-000079,checking,Northwind Community Bank,SYN-ACCT-000257,******0257,35599.51,35599.51,35599.51,35599.51,0.00,AST-ELG-001
APP-000066-AST-02,APP-000066,BORR-000079,savings,Northwind Community Bank,SYN-ACCT-000258,******0258,66113.37,66113.37,66113.37,66113.37,0.00,AST-ELG-001
APP-000066-AST-03,APP-000066,BORR-000079,brokerage,Ravenscourt Securities,SYN-ACCT-000259,******0259,3384.29,3384.29,2707.43,2707.43,0.20,AST-ELG-001
APP-000066-AST-04,APP-000066,BORR-000079,retirement,Meridian Retirement Trust,SYN-ACCT-000260,******0260,3609.90,3609.90,0,2165.94,0.40,AST-ELG-001
APP-000067-AST-01,APP-000067,BORR-000080,checking,Northwind Community Bank,SYN-ACCT-000261,******0261,44872.96,44872.96,44872.96,44872.96,0.00,AST-ELG-001
APP-000067-AST-02,APP-000067,BORR-000080,savings,Northwind Community Bank,SYN-ACCT-000262,******0262,83335.50,83335.50,83335.50,83335.50,0.00,AST-ELG-001
APP-000067-AST-03,APP-000067,BORR-000080,brokerage,Ravenscourt Securities,SYN-ACCT-000263,******0263,8192.83,8192.83,6554.26,6554.26,0.20,AST-ELG-001
APP-000067-AST-04,APP-000067,BORR-000080,retirement,Meridian Retirement Trust,SYN-ACCT-000264,******0264,8739.02,8739.02,0,5243.41,0.40,AST-ELG-001
APP-000068-AST-01,APP-000068,BORR-000081,checking,Sablefield Trust,SYN-ACCT-000265,******0265,35925.53,35925.53,35925.53,35925.53,0.00,AST-ELG-001
APP-000068-AST-02,APP-000068,BORR-000081,savings,Sablefield Trust,SYN-ACCT-000266,******0266,66718.84,66718.84,66718.84,66718.84,0.00,AST-ELG-001
APP-000068-AST-03,APP-000068,BORR-000081,brokerage,Ravenscourt Securities,SYN-ACCT-000267,******0267,5022.33,5022.33,4017.86,4017.86,0.20,AST-ELG-001
APP-000068-AST-04,APP-000068,BORR-000081,retirement,Meridian Retirement Trust,SYN-ACCT-000268,******0268,5357.13,5357.13,0,3214.28,0.40,AST-ELG-001
APP-000069-AST-01,APP-000069,BORR-000082,checking,Cascade Mutual Credit Union,SYN-ACCT-000269,******0269,28044.92,28044.92,28044.92,28044.92,0.00,AST-ELG-001
APP-000069-AST-02,APP-000069,BORR-000082,savings,Cascade Mutual Credit Union,SYN-ACCT-000270,******0270,52083.42,52083.42,52083.42,52083.42,0.00,AST-ELG-001
APP-000069-AST-03,APP-000069,BORR-000082,brokerage,Tidewater Investment Services,SYN-ACCT-000271,******0271,3627.24,3627.24,2901.79,2901.79,0.20,AST-ELG-001
APP-000069-AST-04,APP-000069,BORR-000082,retirement,Meridian Retirement Trust,SYN-ACCT-000272,******0272,3869.05,3869.05,0,2321.43,0.40,AST-ELG-001
APP-000070-AST-01,APP-000070,BORR-000083,checking,Harbor Point Savings,SYN-ACCT-000273,******0273,29511.81,29511.81,29511.81,29511.81,0.00,AST-ELG-001
APP-000070-AST-02,APP-000070,BORR-000083,savings,Harbor Point Savings,SYN-ACCT-000274,******0274,54807.64,54807.64,54807.64,54807.64,0.00,AST-ELG-001
APP-000070-AST-03,APP-000070,BORR-000083,brokerage,Ravenscourt Securities,SYN-ACCT-000275,******0275,5925.45,5925.45,4740.36,4740.36,0.20,AST-ELG-001
APP-000070-AST-04,APP-000070,BORR-000083,retirement,Meridian Retirement Trust,SYN-ACCT-000276,******0276,6320.48,6320.48,0,3792.29,0.40,AST-ELG-001
APP-000071-AST-01,APP-000071,BORR-000084,checking,Harbor Point Savings,SYN-ACCT-000277,******0277,52391.10,52391.10,52391.10,52391.10,0.00,AST-ELG-001
APP-000071-AST-02,APP-000071,BORR-000084,savings,Harbor Point Savings,SYN-ACCT-000278,******0278,97297.76,97297.76,97297.76,97297.76,0.00,AST-ELG-001
APP-000071-AST-03,APP-000071,BORR-000084,brokerage,Ravenscourt Securities,SYN-ACCT-000279,******0279,14015.30,14015.30,11212.24,11212.24,0.20,AST-ELG-001
APP-000071-AST-04,APP-000071,BORR-000084,retirement,Meridian Retirement Trust,SYN-ACCT-000280,******0280,14949.65,14949.65,0,8969.79,0.40,AST-ELG-001
APP-000072-AST-01,APP-000072,BORR-000086,checking,Sablefield Trust,SYN-ACCT-000281,******0281,33541.18,33541.18,33541.18,33541.18,0.00,AST-ELG-001
APP-000072-AST-02,APP-000072,BORR-000086,savings,Sablefield Trust,SYN-ACCT-000282,******0282,62290.77,62290.77,62290.77,62290.77,0.00,AST-ELG-001
APP-000072-AST-03,APP-000072,BORR-000086,brokerage,Tidewater Investment Services,SYN-ACCT-000283,******0283,3763.75,3763.75,3011.00,3011.00,0.20,AST-ELG-001
APP-000072-AST-04,APP-000072,BORR-000086,retirement,Meridian Retirement Trust,SYN-ACCT-000284,******0284,4014.67,4014.67,0,2408.80,0.40,AST-ELG-001
APP-000073-AST-01,APP-000073,BORR-000087,checking,Cascade Mutual Credit Union,SYN-ACCT-000285,******0285,28467.81,28467.81,28467.81,28467.81,0.00,AST-ELG-001
APP-000073-AST-02,APP-000073,BORR-000087,savings,Cascade Mutual Credit Union,SYN-ACCT-000286,******0286,52868.78,52868.78,52868.78,52868.78,0.00,AST-ELG-001
APP-000073-AST-03,APP-000073,BORR-000087,brokerage,Tidewater Investment Services,SYN-ACCT-000287,******0287,5898.78,5898.78,4719.02,4719.02,0.20,AST-ELG-001
APP-000073-AST-04,APP-000073,BORR-000087,retirement,Meridian Retirement Trust,SYN-ACCT-000288,******0288,6292.02,6292.02,0,3775.21,0.40,AST-ELG-001
APP-000074-AST-01,APP-000074,BORR-000089,checking,Harbor Point Savings,SYN-ACCT-000289,******0289,20124.31,20124.31,20124.31,20124.31,0.00,AST-ELG-001
APP-000074-AST-02,APP-000074,BORR-000089,savings,Harbor Point Savings,SYN-ACCT-000290,******0290,37373.72,37373.72,37373.72,37373.72,0.00,AST-ELG-001
APP-000074-AST-03,APP-000074,BORR-000089,brokerage,Tidewater Investment Services,SYN-ACCT-000291,******0291,5201.23,5201.23,4160.98,4160.98,0.20,AST-ELG-001
APP-000074-AST-04,APP-000074,BORR-000089,retirement,Meridian Retirement Trust,SYN-ACCT-000292,******0292,5547.97,5547.97,0,3328.78,0.40,AST-ELG-001
APP-000075-AST-01,APP-000075,BORR-000090,checking,Harbor Point Savings,SYN-ACCT-000293,******0293,39165.07,39165.07,39165.07,39165.07,0.00,AST-ELG-001
APP-000075-AST-02,APP-000075,BORR-000090,savings,Harbor Point Savings,SYN-ACCT-000294,******0294,72735.14,72735.14,72735.14,72735.14,0.00,AST-ELG-001
APP-000075-AST-03,APP-000075,BORR-000090,brokerage,Tidewater Investment Services,SYN-ACCT-000295,******0295,7947.85,7947.85,6358.28,6358.28,0.20,AST-ELG-001
APP-000075-AST-04,APP-000075,BORR-000090,retirement,Meridian Retirement Trust,SYN-ACCT-000296,******0296,8477.70,8477.70,0,5086.62,0.40,AST-ELG-001
